Name;Done;Race;Class;Level;Caster level;BAB;Str;Dex;Con;Int;Wis;Cha;Acrobatics;Appraise;Bluff;Climb;Craft;Diplomacy;Disable Device;Disguise;Escape Artist;Fly;Handle Animal;Heal;Intimidate;Knowledge (arcana);Knowledge (dungeoneering);Knowledge (engineering);Knowledge (geography);Knowledge (history);Knowledge (local);Knowledge (nature);Knowledge (nobility);Knowledge (planes);Knowledge (religion);Linguistics;Perception;Perform;Profession;Ride;Sense Motive;Sleight of Hand;Spellcraft;Stealth;Survival;Swim;Use Magic Device;Fortitude;Reflex;Will;Or_things;Feats;To sort;Special;Prerequisite;Description
Eldritch Heritage;FALSE;;;3;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Skill Focus with the class skill of bloodline selected for this feat (see below);Cha 13, Skill Focus with the class skill of bloodline selected for this feat (see below), character level 3rd;Gain a bloodline power
Eldritch Researcher;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"You must have created a new spell, or have The Way Things Work background.";;"You must have created a new spell, or have The Way Things Work background.";Gain bonuses with spells that you’ve created
Electric Discharge;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Arcane Strike, ability to cast a 1st-level or higher spell with the electricity descriptor;;Arcane Strike, ability to cast a 1st-level or higher spell with the electricity descriptor;Combine electricity spells to greater effect
Electric Eel Conduit*;FALSE;;;0;0;13;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 17, Electric Eel Shock, Electric Eel Style, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +13 or monk level 9th;;Wis 17, Electric Eel Shock, Electric Eel Style, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +13 or monk level 9th;Continuously electrocute a target you have grappled
Electric Eel Shock*;FALSE;;;0;0;11;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 15, Electric Eel Style, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +11 or monk level 7th;;Wis 15, Electric Eel Style, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +11 or monk level 7th;Stagger foes you hit with Elemental Fist
Electric Eel Style*;FALSE;;;0;0;9;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 13, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +9 or monk level 5th;;Wis 13, Elemental FistAPG, Improved Unarmed Strike, base attack bonus +9 or monk level 5th;Gain a bonus on grapple combat maneuvers when you hit a creature with Elemental Fist
Elemental Channel;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Channel energy class feature;Channel energy class feature;Channel energy can harm or heal elementals
Elemental Claws;FALSE;;;0;0;8;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;wild shape class feature;Con 13, Wis 13, base attack bonus +8, wild shape class feature;You can imbue your natural attacks with elemental energy
Elemental Commixture;FALSE;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Caster level 1st;Combine elemental spells with allies’ to create synergistic effects
Elemental Conversion;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Change your spells energy type at random
Elemental Fist*;FALSE;;;0;0;8;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Improved Unarmed Strike;;;Con 13, Wis 13, Improved Unarmed Strike, base attack bonus +8;Deal 1d6 energy damage with an unarmed strike
Elemental Focus;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+1 bonus on save DCs for one energy type
Elemental Jaunt;FALSE;Ifrit, Oread, Sylph, Undine;;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Character level 15th, ifrit, oread, sylph, or undine;Castplane shift1/day to return to the plane of your ancestors
Elemental Ki;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Brawler’s flurryorflurry of blows class feature, burn class feature,kinetic fist wild talent,kineticist level 4th;;Brawler’s flurryorflurry of blows class feature, burn class feature,kinetic fist wild talent,kineticist level 4th;You can accept burn to gain the benefits of ki.
Elemental Knowledge;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Expanded element class feature;Gain class skills from your secondary elements
Elemental Overload;FALSE;;kineticist;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Elemental overflow class feature, kineticist level 15th;Improve elemental overflow's chance of negating critical hits and sneak attacks
Elemental Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Inflict energy damage instead of regular spell damage
Elemental Strike*;FALSE;Ifrit, Oread, Sylph, Undine;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Ifrit, oread, sylph, or undine;Deal +1 damage of an energy type linked to your race
Elemental Vigor;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Worshiper of an elemental lord;Gain temporary hit points and a +10 ft. bonus to speed while in elemental form
Elephant Stomp*;FALSE;;;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;; , Power Attack, Improved Overrun;Str 13, Power Attack, Improved Overrun, base attack bonus +1;Get an immediate attack against an opponent you overrun
Elf-Magic Defense;FALSE;Hobgoblin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Favored enemy class feature;Favored enemy class feature, hobgoblin;Improve your resistance against spells from your hated foe
Elongated Cranium;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Gain bonuses and penalties based on head shape
Elusive Redirection;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Elusive target class feature, Combat Expertise, Improved Unarmed Strike, flowing monk level 12th;;Elusive target class feature, Combat Expertise, Improved Unarmed Strike, flowing monk level 12th;When you successfully avoid damage, spend 1 ki point to redirect attack back at opponent
Elven Accuracy*;TRUE;Elf;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Elf;Reroll miss chance due to concealment when using a bow
Elven Battle Focus*;FALSE;;;0;0;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Elven Battle Style, Elven Battle TrainingARG, Weapon Finesse, base attack bonus +4, weapon familiarity racial trait;;Int 13, Elven Battle Style, Elven Battle TrainingARG, Weapon Finesse, base attack bonus +4, weapon familiarity racial trait;Add INT modifier to weapon damage when using Elven Battle Style
Elven Battle Style*;FALSE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Elven Battle TrainingARG, Weapon Finesse, base attack bonus +1, weapon familiarity racial trait;;Elven Battle TrainingARG, Weapon Finesse, base attack bonus +1, weapon familiarity racial trait;Don’t provoke attacks of opportunity when making combat maneuver checks with elvish weapons
Elven Battle Torrent*;FALSE;;;0;0;10;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Elven Battle Focus, Elven Battle Style, Elven Battle TrainingARG, Weapon Finesse, base attack bonus +10, weapon familiarity racial trait;;Int 13, Elven Battle Focus, Elven Battle Style, Elven Battle TrainingARG, Weapon Finesse, base attack bonus +10, weapon familiarity racial trait;Enemies provoke attacks while you’re fighting defensively
Elven Battle Training*;TRUE;Elf;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Base attack bonus +1, elf;Gain bonuses with traditional elven weapons
Elven Spirit;TRUE;Half-Elf;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Half-elf;Gain the Elven Magic quality
Embrace of the Dark Fey;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;You must have an evil fey such as a quicklingB2or redcapB2somewhere in your family line, or you must have the Shameful Heritage background (Ultimate Campaign 40);;You must have an evil fey such as a quicklingB2or redcapB2somewhere in your family line, or you must have the Shameful Heritage background (Ultimate Campaign 40);See text
Emergency Attunement;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;;;;;;;;Spellcraft 7 ranks;Alter the properties of an ongoing abjuration or transmutation spell.
Emissary's Emboldening;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Must have a familiar with the emissary archetype (see page 10);Must have a familiar with the emissary archetype (see page 10);Resist fear effects when your familiar is near
Emotional Conduit;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Shared consciousness class feature;Shared consciousness class feature;Gain new spells tied to phantom’s emotional focus
Empath;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;;;;;Psychic Sensitivity or ability to cast psychic spells, Perception 1 rank or Sense Motive 1 rank;;Psychic Sensitivity or ability to cast psychic spells, Perception 1 rank or Sense Motive 1 rank;Read emotions quickly and often, but open your mind to risk
Empathy;TRUE;Android;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Cha 13, android;Learn to experience emotion
Empower Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Increase spell variables by 50%
Empower Spell-Like Ability;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Spell-like ability at caster level 6th or higher;Spell-like ability at caster level 6th or higher;Gain more uses of a spell-like ability as an empowered version.
Empowered Daemonic Pact;FALSE;Urdefhan;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Urdefhan;The blast radius of your daemonic pact increases to 10 ft., +2 to DC
Empty Quiver Flexibility*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Empty Quiver Style, Rapid Shot, Stabbing ShotAPG, Weapon Focus with the chosen weapon;;Empty Quiver Style, Rapid Shot, Stabbing ShotAPG, Weapon Focus with the chosen weapon;Apply ranged fighting feats to melee attacks
Empty Quiver Flurry*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Empty Quiver Flexibility, Empty Quiver Style, Rapid Shot, Stabbing ShotAPG, Weapon Focus with the chosen weapon;;Empty Quiver Flexibility, Empty Quiver Style, Rapid Shot, Stabbing ShotAPG, Weapon Focus with the chosen weapon;Use ranged weaons to make melee attacks and avoid attacks of opportunity
Empty Quiver Style*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Weapon Focus with the chosen weapon;Weapon Focus with the chosen weapon;Fight in melee with your ranged weapon
Empty Threats;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Bluff 5 ranks;Use Bluff instead of Intimidate to demoralize and for Dazzling Display
Encouraging Spell;FALSE;;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Cha 13, Diplomacy 6 ranks;Increase a granted moral bonus
Endurance;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+4 bonus on checks to avoid nonlethal damage
Endure Pain (Zon-Kuthon's Kiss);FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Survived being tortured 10 or more times;Survived being tortured 10 or more times;Reduce nonlethal damage taken by half
Enduring Might;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Gather Might, gather power class feature,kineticist level 8th;;Gather Might, gather power class feature,kineticist level 8th;Gather Might lasts until the start of your next turn
Enemy Cult;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;See text;See text;Detect the cult’s alignment, and on completion, gain defenses against that alignment
Energized Wild Shape;TRUE;;;0;0;6;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;wild shape class feature;Wis 19, base attack bonus +6, wild shape class feature;"One natural attack while wild shaped deals +1d6 points of energy damage; gain energy resistance 10 (choose between acid, cold, electricity, or fire)"
Energy Channel;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Channel energy class feature; Air, Earth, Fire, or Water domain or blessing";;"Channel energy class feature; Air, Earth, Fire, or Water domain or blessing";Spend channel energy to deal extra energy damage with weapon attacks
Energy Mastery;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;;;;;;;Use Magic Device 1 rank, base Fortitude save bonus +4;Castburning handsorlightning boltwith an evocation-crafted item
Enfilading Fire*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Point-Blank Shot, Precise Shot, one other teamwork feat;;Point-Blank Shot, Precise Shot, one other teamwork feat;When ally flanks opponent, you gain +2 on ranged attack rolls against opponent
Enforcer*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Intimidate 1 rank;Demoralize opponent as free action when you inflict nonlethal damage
Engulf Horror*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Engulf Revulsion; engulf or smother universal monster ability";;"Engulf Revulsion; engulf or smother universal monster ability";Engulfed or smothered foes are staggered
Engulf Revulsion*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Engulf or smother universal monster ability;;Engulf or smother universal monster ability;Engulfed or smothered foes are shaken
Enhanced Coven;FALSE;Changeling;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;coven hex or Coven-Touched;Changeling, coven hex or Coven-Touched;Cast more spell-like abilities per day
Enhanced Gnome Magic;FALSE;Gnome;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;gnome magic racial trait;Cha 13, Knowledge (nature) 3 ranks, gnome, gnome magic racial trait;Gain an additional spell-like ability
Enhanced Ki Throw*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Kipool class feature,KiThrow (see thePathfinder RPG Advanced Player’s Guide);;Kipool class feature,KiThrow (see thePathfinder RPG Advanced Player’s Guide);Spend 1kipoint to deal damage when throwing an opponent to the ground.
Enlarge Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Double spell range
Enlightened Noble;FALSE;;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Noble Scion;;;Cha 13, Noble ScionISWG, Knowledge (nobility) 1 rank;Improve your Noble Scion bonus
Ennobled Resistances;FALSE;;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Investiture class feature;Investiture class feature, character level 4th;Improve two saving throws with investiture
Enrage Opponent*;FALSE;;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Persuasive;;Amateur Swashbuckler or panache class feature;Cha 13, Amateur SwashbucklerACGor panache class featureACG, Persuasive;Lower angered opponent's defenses until she attacks you
Ensemble;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;;;;;;;Perform 5 rank;Nearby performers can aid your perform checks
Entreating Critical*;FALSE;;;0;0;11;0;0;0;0;0;15;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Call Truce, Critical Focus, Persuasive;;;Cha 15, Call Truce, Critical Focus, Persuasive, base attack bonus +11, Diplomacy 5 ranks;Use a critical hit to convince foes to a agree to a truce
Entwining Stare;FALSE;;Mesmerist;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Painful stare class feature;Mesmerist level 7th, painful stare class feature;Target takes a -4 penalty to CMD vs grapple
Ephemeral Tread;FALSE;;;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Lucid Dreamer;;;Cha 15,Lucid Dreamer, Knowledge (planes) 5 ranks;While in the Dimension of Dreams with a physical body, perform an impossible action as a standard action
Equipment Trick*;TRUE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Base attack bonus +1;Learn unique tricks with a piece of equipment
Erastil's Blessing*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Weapon Focus (longbow), must be a worshiper of Erastil;;Weapon Focus (longbow), must be a worshiper of Erastil;Use Wisdom on ranged attack rolls when using a bow
Eroding Strikes*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Weapon Focuswith bludgeoning weapon;;Weapon Focuswith bludgeoning weapon;Use a bludgeoning weapon to reduce a creature's damage reduction
Escape Route;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;You do not provoke attacks of opportunity when moving through spaces adjacent to allies
Eschew Materials;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Cast spells without material components
Esoteric Abjuration;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your abjuration spells give the target a +1 competence bonus to a single saving throw for the duration of the spell
Esoteric Advantage;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Knowledge (arcana, dungeoneering, local, nature, planes, or religion) 3 ranks";;"Knowledge (arcana, dungeoneering, local, nature, planes, or religion) 3 ranks";Use your knowledge to treat an identified enemy’s ability as if it were less powerful
Esoteric Conjuration;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your conjuration spells that summon creatures grant them partial concealment for 1 round
Esoteric Divination;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your divination spells are more likely to give you information
Esoteric Enchantment;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your enchantment spells inflict a penalty to ability checks, attack rolls, damage rolls, saving throws, or skill checks
Esoteric Evocation;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your evocation spells deal extra damage
Esoteric Illusion;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your illusion spells are harder to disbelieve
Esoteric Linguistics;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Skill Focus (Linguistics);;Skill Focus (Linguistics);Skill Focus (Linguistics);Use Linguistics in place of some Use Magic Device and Spellcraft checks
Esoteric Necromancy;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your necromancy spells cause their targets to be shaken
Esoteric Transmutation;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Your transmutation spells grant a bonus to physical abilities
Eternal Enmity;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Hatred racial trait;Knowledge 3 ranks (see special), hatred racial trait;Deal +1d6 precision damage against hated foes
